24,64,5
24,191,5
24,763,5
24,367,2
24,153,4
24,427,5
24,742,4
24,372,4
24,662,5
24,129,3
24,508,4
24,25,4
24,477,5
24,275,5
24,178,5
24,294,3
24,286,5
24,258,4
24,318,5
24,56,4
24,216,4
24,100,5
24,475,4
24,109,3
24,9,5
24,358,3
24,117,4
24,127,5
24,249,4
24,300,4
24,55,5
24,238,5
24,180,5
24,69,5
24,486,3
24,176,5
24,729,5
24,421,5
24,8,5
24,582,4
24,11,5
24,727,3
24,41,5
24,173,5
24,289,3
24,237,4
24,919,3
24,357,5
24,200,5
24,79,4
24,12,5
24,92,5
24,288,3
24,98,5
24,71,5
24,402,4
24,132,3
24,655,5
24,223,5
24,7,4
24,1007,5
24,699,3
24,97,4
24,518,4
24,58,3
24,276,5
24,151,5
24,324,5
35,243,2
35,1025,3
35,242,2
35,259,4
35,877,2
35,680,4
35,322,3
35,332,4
35,261,3
35,881,2
35,678,3
35,358,1
35,328,3
35,258,2
35,879,4
35,937,4
35,876,2
35,333,4
35,748,4
35,327,3
35,326,3
35,300,5
35,264,2
35,266,3
35,321,3
36,339,5
36,748,4
36,307,4
36,883,5
36,319,2
36,882,5
36,682,1
36,885,5
36,269,3
36,268,2
36,310,4
36,358,5
36,289,2
36,333,4
36,875,3
36,288,4
36,873,3
36,1026,5
36,878,5
36,261,5
46,307,3
46,690,5
46,333,5
46,1062,5
46,127,5
46,288,2
46,313,5
46,328,4
46,151,4
46,181,4
46,1024,5
46,327,4
46,7,4
46,909,5
46,538,3
46,294,2
46,125,4
46,245,3
46,50,4
46,100,4
46,305,5
46,300,3
46,332,4
46,93,4
46,748,5
46,286,5
46,262,5
49,559,2
49,959,2
49,302,4
49,1003,2
49,995,3
49,68,1
49,47,5
49,625,3
49,581,3
49,547,5
49,7,4
49,334,4
49,38,1
49,17,2
49,49,2
49,741,4
49,148,1
49,238,4
49,758,1
49,473,3
49,102,2
49,695,3
49,10,3
49,926,1
49,546,1
49,531,3
49,312,3
49,1,2
49,173,3
49,569,3
49,732,3
49,117,1
49,72,2
49,721,2
49,53,4
49,40,1
49,369,1
49,168,5
49,56,5
49,313,3
49,213,3
49,590,1
49,628,4
49,129,2
49,3,3
49,258,2
49,418,3
49,347,3
49,821,1
49,325,3
49,299,2
49,476,1
49,202,3
49,122,2
49,594,3
49,151,5
49,52,2
49,101,3
49,143,3
49,1078,1
49,406,2
49,231,3
49,116,4
49,290,2
49,1009,3
49,713,3
49,657,5
49,508,3
49,737,1
49,514,4
49,1076,2
49,462,2
49,423,2
49,542,2
49,111,2
49,95,2
49,123,1
49,401,2
49,588,4
49,343,2
49,774,2
49,172,1
49,1082,3
49,11,3
49,175,5
49,185,5
49,55,4
49,1068,3
49,931,2
49,518,4
49,204,1
49,385,1
49,878,2
49,108,2
49,294,1
49,39,2
49,998,2
49,70,2
49,386,4
49,346,4
49,738,3
49,583,4
49,1070,3
49,100,4
49,413,1
49,268,3
49,179,5
49,219,1
49,1066,2
49,218,2
49,91,5
49,1080,4
49,561,2
49,1028,2
49,928,2
49,145,1
49,82,1
49,627,2
49,382,2
49,159,2
49,1018,2
49,1072,1
49,80,1
49,692,1
49,13,3
49,420,4
49,946,2
49,42,4
49,640,1
49,90,1
49,698,2
49,96,1
49,433,5
49,557,3
49,1083,2
49,50,1
49,71,3
49,1071,3
49,419,4
49,262,5
49,403,3
49,98,4
49,1067,3
49,217,3
49,1021,5
49,270,2
49,57,4
49,358,1
49,324,4
49,501,3
49,1079,1
49,1074,2
49,25,2
49,240,3
49,997,1
49,171,4
49,1081,3
49,428,5
49,77,1
49,181,1
49,85,3
49,396,4
49,1036,2
49,239,2
49,182,3
49,287,4
49,320,5
49,432,5
49,93,5
49,8,3
49,372,4
49,161,1
49,1075,2
49,725,2
49,328,2
49,919,5
49,209,5
49,1077,4
49,1017,3
49,455,1
49,465,3
49,54,2
49,820,1
49,4,2
49,62,2
49,717,2
49,367,3
49,301,3
49,147,1
49,577,1
49,652,5
49,289,4
49,789,4
49,99,4
49,200,3
49,283,3
49,702,3
49,174,1
49,477,2
49,208,4
49,225,2
49,256,4
49,904,2
49,715,3
49,1073,5
49,12,4
49,235,2
49,404,3
49,1069,3
49,300,1
49,813,3
49,121,1
49,2,1
49,154,5
49,475,4
52,280,3
52,250,3
52,95,4
52,1086,4
52,1009,5
52,748,4
52,498,5
52,405,4
52,257,3
52,116,4
52,657,5
52,287,5
52,531,5
52,15,5
52,845,5
52,427,5
52,235,2
52,93,4
52,275,4
52,742,4
52,475,4
52,864,3
52,471,4
52,22,5
52,121,4
52,117,4
52,204,4
52,588,4
52,237,4
52,13,5
52,151,5
52,815,4
52,111,4
52,19,5
52,1011,4
52,762,3
52,126,5
52,285,5
52,258,5
52,527,5
52,463,5
52,473,4
52,741,4
52,318,5
52,25,5
52,107,4
52,919,5
52,100,4
52,302,4
52,1085,4
52,333,4
52,282,4
52,277,5
52,191,5
52,7,5
52,288,3
62,257,2
62,498,4
62,382,3
62,21,3
62,65,4
62,712,4
62,12,4
62,1016,4
62,68,1
62,665,2
62,182,5
62,86,2
62,302,3
62,59,4
62,433,5
62,288,2
62,132,5
62,111,3
62,114,4
62,258,5
62,1073,4
62,24,4
62,365,2
62,464,4
62,138,1
62,401,3
62,443,3
62,4,4
62,1118,3
62,559,3
62,28,3
62,157,3
62,135,4
62,281,3
62,702,2
62,685,2
62,716,4
62,473,4
62,421,5
62,96,4
62,1107,1
62,527,4
62,827,2
62,8,5
62,89,5
62,856,4
62,153,4
62,294,1
62,298,4
62,1060,1
62,1136,3
62,306,4
62,100,4
62,955,4
62,774,1
62,183,4
62,173,5
62,78,2
62,1128,2
62,33,1
62,147,3
62,179,4
62,121,4
62,209,4
62,155,1
62,235,4
62,118,2
62,232,3
62,225,3
62,697,4
62,475,4
62,508,4
62,318,5
62,213,4
62,845,3
62,176,5
62,815,3
62,180,4
62,249,2
62,664,4
62,1131,3
62,1074,4
62,227,1
62,125,4
62,742,2
62,660,4
62,286,3
62,423,3
62,448,2
62,181,4
62,20,4
62,541,3
62,328,3
62,1012,3
62,164,5
62,3,3
62,514,3
62,216,4
62,462,2
62,229,3
62,270,2
62,228,3
62,168,5
62,763,1
62,14,4
62,162,4
62,921,2
62,55,5
62,47,4
62,710,3
62,9,4
62,250,5
62,188,3
62,866,2
62,230,2
62,273,4
62,431,2
62,252,3
62,56,5
62,605,3
62,744,3
62,241,1
62,554,1
62,70,3
62,655,3
62,875,4
62,50,5
62,512,4
62,1,2
62,1009,4
62,436,3
62,91,4
62,715,2
62,729,3
62,238,5
62,174,4
62,472,2
62,1134,2
62,1091,3
62,283,4
62,222,5
62,44,3
62,83,5
62,195,5
62,98,4
62,1132,2
62,651,4
62,403,4
62,1018,3
62,97,2
62,959,4
62,290,3
62,170,3
62,53,2
62,196,4
62,129,3
62,568,3
62,387,2
62,159,3
62,62,3
62,483,4
62,405,3
62,357,4
62,199,4
62,582,4
62,380,5
62,463,4
62,128,2
62,723,2
62,521,5
62,597,2
62,569,1
62,402,3
62,1077,3
62,1129,5
62,949,4
62,144,3
62,245,2
62,699,4
62,127,4
62,13,4
62,1135,2
62,676,3
62,81,4
62,71,4
62,210,4
62,474,4
62,652,4
62,69,4
62,82,4
62,708,3
62,1130,4
62,952,3
62,271,1
62,704,2
62,171,4
62,1028,1
62,190,5
62,455,3
62,466,3
62,511,4
62,134,4
62,451,3
62,172,5
62,739,2
62,204,3
62,237,3
62,217,2
62,207,3
62,167,2
62,22,4
62,72,3
62,1133,4
62,546,4
62,673,2
62,931,1
62,509,4
62,116,3
62,76,4
62,7,4
62,275,4
62,117,4
62,747,3
62,285,4
62,276,5
62,191,5
62,528,5
62,15,2
62,215,3
62,151,5
62,924,1
62,64,4
96,156,4
96,87,4
96,673,4
96,479,4
96,153,4
96,91,5
96,519,4
96,8,5
96,484,5
96,645,5
96,64,5
96,100,5
96,170,5
96,474,4
96,173,3
96,478,2
96,483,5
96,1,5
96,435,3
96,525,2
96,1232,5
96,50,5
96,23,5
96,1154,5
96,96,4
96,79,4
96,198,5
96,176,4
96,185,5
96,187,5
96,174,5
96,42,1
96,7,5
96,194,2
96,195,5
96,318,5
96,181,5
96,216,4
96,238,4
96,190,4
96,98,5
96,445,4
96,182,4
96,486,3
96,56,5
96,89,5
96,127,5
96,83,3
96,144,4
96,183,4
96,265,5
96,200,5
96,514,4
96,196,4
96,234,4
96,423,5
128,485,3
128,204,4
128,508,4
128,15,4
128,371,1
128,603,5
128,317,4
128,182,4
128,739,4
128,482,4
128,228,3
128,736,5
128,418,4
128,140,4
128,79,4
128,143,5
128,283,5
128,276,4
128,111,3
128,747,3
128,83,5
128,660,2
128,417,4
128,77,3
128,215,3
128,1141,4
128,216,5
128,97,3
128,227,2
128,966,4
128,64,5
128,427,5
128,422,4
128,609,4
128,785,2
128,378,5
128,790,4
128,588,5
128,423,4
128,300,5
128,602,4
128,173,5
128,237,4
128,591,4
128,56,3
128,294,4
128,190,4
128,322,2
128,238,4
128,151,3
128,48,4
128,65,4
128,568,4
128,1,4
128,58,3
128,686,4
128,213,3
128,425,5
128,118,5
128,723,3
128,280,1
128,494,4
128,14,5
128,136,5
128,209,4
128,965,3
128,210,4
128,86,5
128,949,4
128,50,4
128,1063,2
128,265,5
128,98,4
128,1039,4
128,99,4
128,505,4
128,284,3
128,282,3
128,763,4
128,614,3
128,54,2
128,402,1
128,196,5
128,622,4
128,193,3
128,172,3
128,191,4
128,487,5
128,328,2
128,942,5
128,838,5
128,873,1
128,132,3
128,340,4
128,121,4
128,499,5
128,71,4
128,222,3
128,197,4
128,652,3
128,268,3
128,133,5
128,655,3
128,159,4
128,387,2
128,1048,2
128,218,3
128,245,2
128,82,5
128,815,3
128,1035,3
128,497,3
128,26,4
128,732,4
128,692,4
128,690,3
128,419,3
128,924,3
128,471,4
128,25,3
128,202,2
128,651,5
128,1221,3
128,168,4
128,729,2
128,181,4
128,705,3
128,1192,2
128,70,3
128,770,3
128,478,5
128,483,5
128,465,4
128,684,4
128,393,4
128,367,4
128,220,1
128,490,5
128,742,3
128,404,3
128,955,5
128,1053,3
128,66,3
128,274,4
128,88,4
128,433,4
128,161,5
128,392,3
128,73,3
128,174,3
128,869,3
128,179,3
128,715,4
128,405,4
128,685,3
128,605,3
128,451,4
128,131,5
128,319,5
128,501,3
128,432,2
128,381,3
128,496,5
128,702,3
128,258,2
128,633,4
128,416,3
128,69,4
128,468,1
128,229,2
128,186,5
128,506,4
128,458,4
128,462,4
128,223,5
128,553,3
128,531,4
128,275,5
128,380,4
128,117,5
128,507,4
128,28,5
128,180,5
128,1136,3
150,293,4
150,181,5
150,129,4
150,221,4
150,121,2
150,100,2
150,246,5
150,13,4
150,1,4
150,325,1
150,127,5
150,475,5
150,268,5
150,50,5
150,93,4
150,628,4
150,147,4
150,273,4
150,235,4
150,410,4
150,278,2
150,458,4
150,151,4
150,324,4
150,288,4
150,319,4
150,276,5
150,150,3
150,124,2
150,123,4
150,291,4
150,14,4
159,1028,5
159,127,5
159,1037,2
159,685,4
