1,61,4
1,189,3
1,33,4
1,160,4
1,20,4
1,202,5
1,171,5
1,265,4
1,155,2
1,117,3
1,47,4
1,222,4
1,253,5
1,113,5
1,227,4
1,17,3
1,90,4
1,64,5
1,92,3
1,228,5
1,266,1
1,121,4
1,114,5
1,132,4
1,74,1
1,134,4
1,98,4
1,186,4
1,221,5
1,84,4
1,31,3
1,70,3
1,60,5
1,177,5
1,27,2
1,260,1
1,145,2
1,174,5
1,159,3
1,82,5
1,56,4
1,272,3
1,80,4
1,229,4
1,140,1
1,225,2
1,235,5
1,120,1
1,125,3
1,215,3
1,6,5
1,104,1
1,49,3
1,206,4
1,76,4
1,72,4
1,185,4
1,96,5
1,213,2
1,233,2
1,258,5
1,81,5
1,78,1
1,212,4
1,143,1
1,151,4
1,51,4
1,175,5
1,107,4
1,218,3
1,209,4
1,259,1
1,108,5
1,262,3
1,12,5
1,14,5
1,97,3
1,44,5
1,53,3
1,163,4
1,210,4
1,184,4
1,157,4
1,201,3
1,150,5
1,183,5
1,248,4
1,208,5
1,128,4
1,242,5
1,148,2
1,112,1
1,193,4
1,264,2
1,219,1
1,232,3
1,236,4
1,252,2
1,200,3
1,180,3
1,250,4
1,85,3
1,91,5
1,10,3
1,254,1
1,129,5
1,241,4
1,130,3
1,255,2
1,103,1
1,118,3
1,54,3
1,267,4
1,24,3
1,86,5
1,196,5
1,39,4
1,164,3
1,230,4
1,36,2
1,23,4
1,224,5
1,73,3
1,67,3
1,65,4
1,190,5
1,100,5
1,226,3
1,243,1
1,154,5
1,214,4
1,161,4
1,62,3
1,188,3
1,102,2
1,69,3
1,170,5
1,38,3
1,9,5
1,246,5
1,22,4
1,21,1
1,179,3
1,187,4
1,135,4
1,68,4
1,146,4
1,176,5
1,166,5
1,138,1
1,247,1
1,89,5
1,2,3
1,30,3
1,63,2
1,249,4
1,269,5
1,32,5
1,141,3
1,211,3
1,40,3
1,270,5
1,133,4
1,239,4
1,194,4
1,256,4
1,220,3
1,93,5
1,8,1
1,205,3
1,234,4
1,105,2
1,147,3
1,99,3
1,1,5
1,197,5
1,173,5
1,75,4
1,268,5
1,34,2
1,144,4
1,271,2
1,119,5
1,26,3
1,158,3
1,37,2
1,181,5
1,136,3
1,257,4
1,237,2
1,131,1
1,109,5
1,182,4
1,71,3
1,223,5
1,46,4
1,169,5
1,41,2
1,162,4
1,110,1
1,66,4
1,77,4
1,199,4
1,57,5
1,50,5
1,192,4
1,178,5
1,5,3
1,87,5
1,238,4
1,156,4
1,106,4
1,167,2
1,115,5
1,11,2
1,245,2
1,35,1
1,137,5
