57,304,5
57,419,3
57,79,5
57,682,3
57,243,3
57,760,2
57,28,4
57,204,4
57,1047,4
57,756,3
57,926,3
57,831,1
57,409,4
57,864,3
57,250,3
57,744,5
57,588,4
57,1059,3
57,825,1
57,294,4
57,252,2
57,282,5
57,1093,3
57,56,3
57,866,3
57,410,3
57,1028,3
57,1094,2
57,173,5
57,237,4
57,7,4
57,248,5
57,975,3
57,844,2
57,1071,3
57,411,4
57,151,3
57,1011,3
57,476,3
57,1095,2
57,264,2
57,100,5
57,281,4
57,225,3
57,271,3
57,222,5
57,597,3
57,199,5
57,456,3
57,932,3
57,321,4
57,298,3
57,111,4
57,245,4
57,125,3
57,833,4
57,11,3
57,64,5
57,763,5
57,24,3
57,249,5
57,318,5
57,126,3
57,748,4
57,1096,3
57,820,3
57,109,4
57,871,3
57,284,3
57,181,5
57,405,4
57,710,3
57,826,2
57,546,4
57,1073,3
57,295,5
57,105,3
57,8,4
57,42,5
57,472,1
57,496,4
57,288,4
57,240,2
57,678,3
57,473,3
57,258,5
57,471,4
57,1001,1
57,475,2
57,930,2
57,194,4
57,117,4
57,845,4
57,988,4
57,323,3
57,477,4
57,15,4
57,50,5
57,195,3
57,1016,4
57,168,3
57,1,5
57,257,5
57,717,4
57,144,3
57,121,4
67,64,5
67,1095,4
67,147,3
67,1,3
67,240,5
67,405,5
67,121,4
67,1093,5
67,151,4
67,743,4
67,276,4
67,827,3
67,472,4
67,7,5
67,122,3
67,871,3
67,833,4
67,123,4
67,25,4
67,546,3
67,24,4
67,105,4
67,1052,3
67,235,3
67,412,1
67,125,4
67,756,3
67,273,4
67,117,5
67,1047,3
101,829,3
101,304,3
101,596,3
101,222,3
101,471,3
101,405,4
101,281,2
101,252,3
101,282,3
101,369,2
101,928,2
101,1051,2
101,840,3
101,815,3
101,1034,2
101,118,3
101,1057,2
101,121,4
101,109,2
101,24,4
101,756,3
101,284,4
101,975,2
101,50,4
101,122,1
101,237,5
101,123,2
101,1093,1
101,1047,2
101,111,2
101,181,4
101,845,3
101,1,3
101,924,4
101,280,3
101,257,4
101,742,4
101,255,4
101,841,2
101,597,3
101,117,4
101,1132,3
101,147,4
101,7,3
101,926,3
101,370,2
101,288,4
101,125,4
101,979,2
101,278,2
101,820,3
101,1009,2
101,412,2
101,151,3
101,411,2
101,826,3
101,717,3
101,846,3
101,819,1
101,225,3
101,546,4
101,866,4
101,763,3
101,831,3
101,1028,3
101,472,3
101,595,2
142,169,5
142,82,4
142,181,5
142,243,1
142,189,4
142,895,4
142,28,4
142,362,3
142,350,4
142,89,3
142,288,3
142,55,2
142,358,2
142,408,4
142,333,5
142,124,4
142,463,3
142,176,5
142,346,5
142,514,5
142,186,4
142,425,4
142,7,4
142,259,3
142,294,3
142,315,3
142,147,1
142,42,4
142,91,5
142,268,5
142,338,2
142,322,2
142,134,5
179,339,1
179,905,4
179,751,1
179,258,5
179,316,5
179,895,5
179,345,1
179,315,5
179,354,4
179,305,4
179,1316,3
179,269,3
179,301,4
179,310,4
179,272,5
179,750,1
179,303,1
179,346,3
179,331,2
179,893,2
179,321,1
179,302,4
179,917,3
179,690,1
179,307,3
179,333,5
179,362,1
179,340,4
179,288,5
179,300,4
179,1127,1
179,691,3
179,914,5
179,902,1
179,1234,1
179,682,5
179,916,5
179,353,1
179,538,4
179,271,1
179,347,3
179,313,4
257,137,4
257,1260,2
257,345,4
257,258,3
257,59,5
257,276,5
257,289,4
257,305,4
257,151,4
257,307,4
257,50,5
257,165,4
257,288,3
257,221,3
257,237,2
257,100,5
257,531,5
257,116,3
257,462,4
257,1462,5
257,130,2
257,949,3
257,301,3
257,224,4
257,1008,5
257,405,3
257,324,5
257,1472,2
257,269,3
257,676,4
257,70,4
257,245,4
257,1160,4
257,181,5
257,198,3
257,129,4
257,582,5
257,475,5
257,166,4
257,1129,5
257,381,5
257,1022,2
257,313,5
257,286,5
257,275,4
257,60,5
257,121,3
257,57,5
257,921,5
257,113,4
257,61,5
257,14,5
257,86,4
257,285,5
257,1010,4
257,1137,5
257,936,4
